종목,코드,시장,현재가,전일종가,등락률,거래량,현재가 업데이트시각,추천 근거,진입 전략,리스크
엑스페릭스,317770,KOSDAQ,2700,2530,4.05,250616,2026-06-09T16:09:55,,,
에스피시스템스,317830,KOSDAQ,6420,6260,2.07,103486,2026-06-09T16:09:55,,,
대모,317850,KOSDAQ,6830,6720,5.89,36850,2026-06-09T16:09:55,,,
엔바이오니아,317870,KOSDAQ,5320,5180,-0.37,9135,2026-06-09T16:09:55,,,
KBG,318000,KOSDAQ,3245,3200,6.57,18515,2026-06-09T16:09:55,,,
팜스빌,318010,KOSDAQ,3400,3475,1.34,1479,2026-06-09T16:09:55,,,
포인트모바일,318020,KOSDAQ,2390,2380,1.7,13262,2026-06-09T16:09:55,,,
그래피,318060,KOSDAQ,22800,21850,7.8,157649,2026-06-09T16:09:55,,,
셀바이오휴먼텍,318160,KOSDAQ,5470,5580,8.96,19034,2026-06-09T16:09:55,,,
비비씨,318410,KOSDAQ,5910,5860,-3.59,52630,2026-06-09T16:09:55,,,
현대무벡스,319400,KOSDAQ,34800,35400,5.3,1353633,2026-06-09T16:09:55,,,
피에스케이,319660,KOSDAQ,138200,145800,24.28,1129599,2026-06-09T16:09:55,,,
한울반도체,320000,KOSDAQ,11720,11140,3.81,179526,2026-06-09T16:09:55,,,
프로이천,321260,KOSDAQ,2820,2515,5.42,757100,2026-06-09T16:09:55,,,
센서뷰,321370,KOSDAQ,2860,2675,-0.69,1618336,2026-06-09T16:09:55,,,
티움바이오,321550,KOSDAQ,5590,5630,4.68,202669,2026-06-09T16:09:55,,,
아티스트컴퍼니,321820,KOSDAQ,3195,3195,3.23,63175,2026-06-09T16:09:55,,,
LS티라유텍,322180,KOSDAQ,5470,5360,2.24,109159,2026-06-09T16:09:55,,,
오로스테크놀로지,322310,KOSDAQ,26450,25000,10.67,218451,2026-06-09T16:09:55,,,
제이엘케이,322510,KOSDAQ,4335,4135,13.63,410070,2026-06-09T16:09:55,,,
코퍼스코리아,322780,KOSDAQ,2295,2240,-2.34,57012,2026-06-09T16:09:55,,,
태성,323280,KOSDAQ,50900,50900,6.93,374993,2026-06-09T16:09:55,,,
다원넥스뷰,323350,KOSDAQ,13150,12950,4.45,51428,2026-06-09T16:09:55,,,
박셀바이오,323990,KOSDAQ,4940,4825,3.13,111145,2026-06-09T16:09:55,,,
RF머트리얼즈,327260,KOSDAQ,71100,60700,4.56,160323,2026-06-09T16:09:55,,,
루닛,328130,KOSDAQ,14630,15530,1.11,668480,2026-06-09T16:09:55,,,
솔트웨어,328380,KOSDAQ,3380,4390,30.0,149448,2026-06-09T16:09:55,,,
위더스제약,330350,KOSDAQ,6490,6560,1.88,35482,2026-06-09T16:09:55,,,
스톤브릿지벤처스,330730,KOSDAQ,5560,5420,7.13,50020,2026-06-09T16:09:55,,,
네패스아크,330860,KOSDAQ,40700,41300,16.29,214432,2026-06-09T16:09:55,,,
포커스에이아이,331380,KOSDAQ,1891,1824,3.73,34827,2026-06-09T16:09:55,,,
밸로프,331520,KOSDAQ,2200,2190,1.38,15737,2026-06-09T16:09:55,,,
아우토크립트,331740,KOSDAQ,9800,9650,-1.61,104915,2026-06-09T16:09:55,,,
셀레믹스,331920,KOSDAQ,15000,15030,5.71,26879,2026-06-09T16:09:55,,,
누보,332290,KOSDAQ,962,936,5.37,172905,2026-06-09T16:09:55,,,
아이디피,332370,KOSDAQ,5130,5030,2.81,47599,2026-06-09T16:09:55,,,
PS일렉트로닉스,332570,KOSDAQ,8400,8070,2.56,2582052,2026-06-09T16:09:55,,,
이노테나,333050,KOSDAQ,4615,5160,1.65,31054,2026-06-09T16:09:55,,,
일승,333430,KOSDAQ,3770,3755,7.25,128183,2026-06-09T16:09:55,,,
엔시스,333620,KOSDAQ,5130,5210,0.59,18204,2026-06-09T16:09:55,,,
프레스티지바이오로직,334970,KOSDAQ,1797,1834,3.99,64450,2026-06-09T16:09:55,,,
프리시젼바이오,335810,KOSDAQ,1689,1668,2.05,43236,2026-06-09T16:09:55,,,
윙스풋,335870,KOSDAQ,1424,1370,0.0,6924,2026-06-09T16:09:55,,,
웨이버스,336060,KOSDAQ,640,645,0.47,428439,2026-06-09T16:09:55,,,
원텍,336570,KOSDAQ,7490,7220,6.39,962804,2026-06-09T16:09:55,,,
탑런토탈솔루션,336680,KOSDAQ,2975,3000,0.0,52408,2026-06-09T16:09:55,,,
젝시믹스,337930,KOSDAQ,3175,3260,8.36,139660,2026-06-09T16:09:55,,,
뷰노,338220,KOSDAQ,7780,7800,1.97,40667,2026-06-09T16:09:55,,,
와이바이오로직스,338840,KOSDAQ,13640,13100,-0.8,141771,2026-06-09T16:09:55,,,
아이비김영,339950,KOSDAQ,2465,2500,-0.2,44093,2026-06-09T16:09:55,,,
다보링크,340360,KOSDAQ,1344,1373,-2.54,167916,2026-06-09T16:09:55,,,
세림B&G,340440,KOSDAQ,1293,1269,1.33,320420,2026-06-09T16:09:55,,,
지씨지놈,340450,KOSDAQ,5260,5080,5.2,103941,2026-06-09T16:09:55,,,
티앤엘,340570,KOSDAQ,57900,59300,12.87,80057,2026-06-09T16:09:55,,,
시선AI,340810,KOSDAQ,2655,2690,0.19,131319,2026-06-09T16:09:55,,,
유일에너테크,340930,KOSDAQ,806,806,0.0,0,2026-06-09T16:09:55,,,
오아,342870,KOSDAQ,5000,4815,5.82,3319,2026-06-09T16:09:55,,,
이노진,344860,KOSDAQ,1354,1366,7.21,66650,2026-06-09T16:09:55,,,
센코,347000,KOSDAQ,1708,1676,1.49,63357,2026-06-09T16:09:55,,,
스피어,347700,KOSDAQ,28100,29650,-3.6,1251556,2026-06-09T16:09:55,,,
피엔케이피부임상연구,347740,KOSDAQ,1907,1892,5.36,52868,2026-06-09T16:09:55,,,
핌스,347770,KOSDAQ,1189,1159,2.15,53749,2026-06-09T16:09:55,,,
디앤디파마텍,347850,KOSDAQ,89600,86900,13.99,2071131,2026-06-09T16:09:55,,,
알체라,347860,KOSDAQ,1635,1716,5.14,291532,2026-06-09T16:09:55,,,
엠엑스온,347890,KOSDAQ,5000,4775,1.63,24392,2026-06-09T16:09:55,,,
모비릭스,348030,KOSDAQ,2600,2475,-2.99,179696,2026-06-09T16:09:55,,,
큐라티스,348080,KOSDAQ,464,421,2.65,72049,2026-06-09T16:09:55,,,
고바이오랩,348150,KOSDAQ,3605,3715,3.59,71086,2026-06-09T16:09:55,,,
넥스틴,348210,KOSDAQ,57800,54200,4.14,130794,2026-06-09T16:09:55,,,
뉴로메카,348340,KOSDAQ,46200,46000,-0.43,153888,2026-06-09T16:09:55,,,
위드텍,348350,KOSDAQ,8470,8140,4.96,43839,2026-06-09T16:09:55,,,
엔켐,348370,KOSDAQ,31550,30650,1.77,214831,2026-06-09T16:09:55,,,
넥사다이내믹스,351320,KOSDAQ,1227,1210,0.49,32707,2026-06-09T16:09:55,,,
이삭엔지니어링,351330,KOSDAQ,5370,5000,11.41,30814,2026-06-09T16:09:55,,,
차이커뮤니케이션,351870,KOSDAQ,2600,2655,4.42,16179,2026-06-09T16:09:55,,,
스톰테크,352090,KOSDAQ,3565,3590,0.71,32216,2026-06-09T16:09:55,,,
씨앤씨인터내셔널,352480,KOSDAQ,19160,19260,2.02,44753,2026-06-09T16:09:55,,,
씨앤투스,352700,KOSDAQ,1508,1513,1.07,34070,2026-06-09T16:09:55,,,
셀레스트라,352770,KOSDAQ,5250,5250,0.0,0,2026-06-09T16:09:55,,,
오비고,352910,KOSDAQ,4390,4275,0.8,13902,2026-06-09T16:09:55,,,
인바이오,352940,KOSDAQ,2015,1996,0.0,21788,2026-06-09T16:09:55,,,
휴럼,353190,KOSDAQ,2970,2970,0.85,26275,2026-06-09T16:09:55,,,
오토앤,353590,KOSDAQ,2055,1935,5.55,22194,2026-06-09T16:09:55,,,
이지바이오,353810,KOSDAQ,6580,6570,10.96,156358,2026-06-09T16:09:55,,,
엔젠바이오,354200,KOSDAQ,949,888,3.04,42506,2026-06-09T16:09:55,,,
알멕,354320,KOSDAQ,56200,55300,3.31,114129,2026-06-09T16:09:55,,,
코스텍시스,355150,KOSDAQ,33550,32100,4.68,106879,2026-06-09T16:09:55,,,
크라우드웍스,355390,KOSDAQ,2520,2765,1.61,215644,2026-06-09T16:09:55,,,
에이텀,355690,KOSDAQ,4410,4545,10.11,400248,2026-06-09T16:09:55,,,
엑스게이트,356680,KOSDAQ,17270,15750,10.49,902379,2026-06-09T16:09:55,,,
티엘비,356860,KOSDAQ,100400,96500,7.96,195649,2026-06-09T16:09:55,,,
싸이버원,356890,KOSDAQ,2585,2570,3.19,44971,2026-06-09T16:09:55,,,
에이치피오,357230,KOSDAQ,2250,2230,2.97,91755,2026-06-09T16:09:55,,,
석경에이티,357550,KOSDAQ,43850,43200,9.49,7522,2026-06-09T16:09:55,,,
아모센스,357580,KOSDAQ,9230,9170,4.65,160123,2026-06-09T16:09:55,,,
솔브레인,357780,KOSDAQ,342500,338500,5.71,72244,2026-06-09T16:09:55,반도체 검사 장비 AI 칩셋 수요 급증,AI 산업 강세 추종,반도체 경합 심화
SKAI,357880,KOSDAQ,4330,4495,-5.46,1545233,2026-06-09T16:09:55,,,
지아이이노베이션,358570,KOSDAQ,11600,11820,7.21,590455,2026-06-09T16:09:55,,,
씨엔알리서치,359090,KOSDAQ,550,550,0.0,0,2026-06-09T16:09:55,,,
탑머티리얼,360070,KOSDAQ,11500,11670,7.38,30971,2026-06-09T16:09:55,,,
코셈,360350,KOSDAQ,9110,9120,7.81,55551,2026-06-09T16:09:55,,,
제노코,361390,KOSDAQ,16710,17180,1.03,83458,2026-06-09T16:09:55,,,
알비더블유,361570,KOSDAQ,1699,1633,5.2,19328,2026-06-09T16:09:55,,,
삼영에스앤씨,361670,KOSDAQ,2505,2400,-0.79,19297,2026-06-09T16:09:55,,,
청담글로벌,362320,KOSDAQ,3720,4000,7.36,172040,2026-06-09T16:09:55,,,
드림인사이트,362990,KOSDAQ,1216,1180,5.1,56915,2026-06-09T16:09:55,,,
진시스템,363250,KOSDAQ,3685,3685,-2.64,30887,2026-06-09T16:09:55,,,
모비데이즈,363260,KOSDAQ,999,980,3.2,86609,2026-06-09T16:09:55,,,
에이아이코리아,364950,KOSDAQ,4290,4250,4.13,36081,2026-06-09T16:09:55,,,
큐라클,365270,KOSDAQ,11440,11270,4.0,169099,2026-06-09T16:09:55,,,
에스와이스틸텍,365330,KOSDAQ,2175,2130,4.07,488208,2026-06-09T16:09:55,,,
성일하이텍,365340,KOSDAQ,52700,51200,5.19,84079,2026-06-09T16:09:55,,,
하이딥,365590,KOSDAQ,1155,1113,4.62,60502,2026-06-09T16:09:55,,,
브이씨,365900,KOSDAQ,2730,2655,0.55,38833,2026-06-09T16:09:55,,,
공구우먼,366030,KOSDAQ,4645,4530,0.98,82529,2026-06-09T16:09:55,,,
플래티어,367000,KOSDAQ,2915,2985,2.28,35998,2026-06-09T16:09:55,,,
아이씨에이치,368600,KOSDAQ,744,730,6.9,118228,2026-06-09T16:09:55,,,
파이버프로,368770,KOSDAQ,15110,14260,7.16,256039,2026-06-09T16:09:55,,,
오에스피,368970,KOSDAQ,2850,2915,-0.35,36312,2026-06-09T16:09:55,,,
블리츠웨이엔터테인먼,369370,KOSDAQ,908,881,-0.33,92757,2026-06-09T16:09:55,,,
퓨런티어,370090,KOSDAQ,8460,8470,1.93,51550,2026-06-09T16:09:55,,,
풍원정밀,371950,KOSDAQ,6900,6940,-1.43,79223,2026-06-09T16:09:55,,,
윤성에프앤씨,372170,KOSDAQ,21700,21450,3.33,17443,2026-06-09T16:09:55,,,
큐로셀,372320,KOSDAQ,28350,28250,3.85,39118,2026-06-09T16:09:55,,,
아이티아이즈,372800,KOSDAQ,2710,2970,0.37,14317,2026-06-09T16:09:55,,,
엑셀세라퓨틱스,373110,KOSDAQ,1330,1302,4.23,1157754,2026-06-09T16:09:55,,,
데이원컴퍼니,373160,KOSDAQ,3645,3630,5.96,11656,2026-06-09T16:09:55,,,
엠아이큐브솔루션,373170,KOSDAQ,2165,2270,0.46,21151,2026-06-09T16:09:55,,,
엑스플러스,373200,KOSDAQ,2730,2480,0.18,185109,2026-06-09T16:09:55,,,
피코그램,376180,KOSDAQ,1798,1809,4.84,34969,2026-06-09T16:09:55,,,
HEM파마,376270,KOSDAQ,43000,42800,2.02,12131,2026-06-09T16:09:55,,,
씨유테크,376290,KOSDAQ,2330,2300,-1.69,33806,2026-06-09T16:09:55,,,
디어유,376300,KOSDAQ,22050,21850,5.76,138871,2026-06-09T16:09:55,,,
로킷헬스케어,376900,KOSDAQ,49550,50100,5.31,107929,2026-06-09T16:09:55,,,
노을,376930,KOSDAQ,836,834,0.24,614388,2026-06-09T16:09:55,,,
원티드랩,376980,KOSDAQ,2100,2250,-0.71,38817,2026-06-09T16:09:55,,,
비트맥스,377030,KOSDAQ,1536,1518,1.65,35793,2026-06-09T16:09:55,,,
프롬바이오,377220,KOSDAQ,741,680,4.81,227383,2026-06-09T16:09:55,,,
이지트로닉스,377330,KOSDAQ,3090,2920,2.32,8263,2026-06-09T16:09:55,,,
리파인,377450,KOSDAQ,9510,9370,1.06,24235,2026-06-09T16:09:55,,,
큐에이드,377460,KOSDAQ,4080,4080,0.0,0,2026-06-09T16:09:55,,,
마음AI,377480,KOSDAQ,14040,12920,2.48,460863,2026-06-09T16:09:55,,,
필에너지,378340,KOSDAQ,12550,12340,3.04,68428,2026-06-09T16:09:55,,,
샤페론,378800,KOSDAQ,1063,1039,9.36,758574,2026-06-09T16:09:55,,,
옵티코어,380540,KOSDAQ,8450,8450,0.0,0,2026-06-09T16:09:55,,,
뉴로핏,380550,KOSDAQ,12530,12050,10.2,179546,2026-06-09T16:09:55,,,
제닉스로보틱스,381620,KOSDAQ,8460,8190,2.3,275749,2026-06-09T16:09:55,,,
온코크로스,382150,KOSDAQ,4650,4700,5.08,119530,2026-06-09T16:09:55,,,
지아이텍,382480,KOSDAQ,2010,1954,-4.29,604645,2026-06-09T16:09:55,,,
지앤비에스 에코,382800,KOSDAQ,6770,5950,3.68,2845761,2026-06-09T16:09:55,,,
원준,382840,KOSDAQ,7300,6850,6.1,202056,2026-06-09T16:09:55,,,
범한퓨얼셀,382900,KOSDAQ,25600,26300,0.2,49480,2026-06-09T16:09:55,,,
에코프로에이치엔,383310,KOSDAQ,28800,27850,7.66,319100,2026-06-09T16:09:55,,,
디티앤씨알오,383930,KOSDAQ,2500,2310,-2.15,184674,2026-06-09T16:09:55,,,
코어라인소프트,384470,KOSDAQ,2955,3175,-1.5,97418,2026-06-09T16:09:55,,,
파인메딕스,387570,KOSDAQ,5990,5850,7.54,12981,2026-06-09T16:09:55,,,
지투파워,388050,KOSDAQ,8760,8790,7.48,374135,2026-06-09T16:09:55,,,
씨엠티엑스,388210,KOSDAQ,107500,106000,15.1,136932,2026-06-09T16:09:55,,,
지에프씨생명과학,388610,KOSDAQ,6300,6400,7.33,11666,2026-06-09T16:09:55,,,
유일로보틱스,388720,KOSDAQ,85700,83800,0.94,65171,2026-06-09T16:09:55,,,
라이콤,388790,KOSDAQ,7600,7080,12.59,8303686,2026-06-09T16:09:55,,,
파로스아이바이오,388870,KOSDAQ,6310,6080,-1.1,180554,2026-06-09T16:09:55,,,
자람테크놀로지,389020,KOSDAQ,33850,31600,5.78,45280,2026-06-09T16:09:55,,,
지니너스,389030,KOSDAQ,2870,2965,-2.71,393497,2026-06-09T16:09:55,,,
포바이포,389140,KOSDAQ,6470,6220,5.89,113924,2026-06-09T16:09:55,,,
대명에너지,389260,KOSDAQ,12990,14000,3.1,117725,2026-06-09T16:09:55,,,
인벤티지랩,389470,KOSDAQ,45950,43850,11.12,74388,2026-06-09T16:09:55,,,
에스비비테크,389500,KOSDAQ,58800,55200,5.95,120673,2026-06-09T16:09:55,,,
넥스트바이오메디컬,389650,KOSDAQ,40950,38900,3.67,61031,2026-06-09T16:09:55,,,
유디엠텍,389680,KOSDAQ,2080,2700,2.72,59747,2026-06-09T16:09:55,,,
코닉오토메이션,391710,KOSDAQ,1571,1550,1.29,146219,2026-06-09T16:09:55,,,
토마토시스템,393210,KOSDAQ,2990,2920,6.79,69164,2026-06-09T16:09:55,,,
더블유씨피,393890,KOSDAQ,12640,12330,3.18,388431,2026-06-09T16:09:55,,,
대진첨단소재,393970,KOSDAQ,2825,2825,0.0,0,2026-06-09T16:09:55,,,
오픈엣지테크놀로지,394280,KOSDAQ,13960,13060,9.15,122453,2026-06-09T16:09:55,,,
리센스메디컬,394420,KOSDAQ,19250,18700,4.11,186362,2026-06-09T16:09:55,,,
쓰리빌리언,394800,KOSDAQ,7300,7190,5.04,575925,2026-06-09T16:09:55,,,
넥스트칩,396270,KOSDAQ,3600,3375,6.51,361136,2026-06-09T16:09:55,,,
세아메카닉스,396300,KOSDAQ,5100,4560,8.86,560921,2026-06-09T16:09:55,,,
워트,396470,KOSDAQ,6530,6250,6.87,141382,2026-06-09T16:09:55,,,
에이프릴바이오,397030,KOSDAQ,41450,43200,1.1,904000,2026-06-09T16:09:55,,,
애드포러스,397810,KOSDAQ,5000,4980,5.26,15330,2026-06-09T16:09:55,,,
에스지헬스케어,398120,KOSDAQ,2375,2310,4.4,70950,2026-06-09T16:09:55,,,
가온칩스,399720,KOSDAQ,48750,47000,9.3,82806,2026-06-09T16:09:55,,,
코난테크놀로지,402030,KOSDAQ,15940,14910,3.24,36063,2026-06-09T16:09:55,,,
그린리소스,402490,KOSDAQ,11220,11040,8.09,307574,2026-06-09T16:09:55,,,
우듬지팜,403490,KOSDAQ,706,702,1.58,109515,2026-06-09T16:09:55,,,
더핑크퐁컴퍼니,403850,KOSDAQ,10910,11430,3.81,65013,2026-06-09T16:09:55,,,
HPSP,403870,KOSDAQ,57000,53100,20.89,11026620,2026-06-09T16:09:55,,,
플라즈맵,405000,KOSDAQ,4325,4200,-6.99,32000,2026-06-09T16:09:55,,,
큐알티,405100,KOSDAQ,15000,14510,9.49,73782,2026-06-09T16:09:55,,,
나라셀라,405920,KOSDAQ,2025,2005,-1.22,12512,2026-06-09T16:09:55,,,
뷰티스킨,406820,KOSDAQ,1953,1874,-2.3,222052,2026-06-09T16:09:55,,,
꿈비,407400,KOSDAQ,2440,2365,4.5,78527,2026-06-09T16:09:55,,,
한패스,408470,KOSDAQ,8300,7940,4.93,76735,2026-06-09T16:09:55,,,
스튜디오미르,408900,KOSDAQ,1459,1417,5.34,198855,2026-06-09T16:09:55,,,
메쎄이상,408920,KOSDAQ,3015,3015,3.97,65294,2026-06-09T16:09:55,,,
샌즈랩,411080,KOSDAQ,5200,5050,2.97,73342,2026-06-09T16:09:55,,,
레이저쎌,412350,KOSDAQ,6330,5880,2.1,365265,2026-06-09T16:09:55,,,
제일엠앤에스,412540,KOSDAQ,3935,3935,0.0,0,2026-06-09T16:09:55,,,
엠오티,413390,KOSDAQ,6540,6490,3.81,30109,2026-06-09T16:09:55,,,
씨피시스템,413630,KOSDAQ,2700,2605,8.87,116701,2026-06-09T16:09:55,,,
비아이매트릭스,413640,KOSDAQ,6460,6500,5.04,24916,2026-06-09T16:09:55,,,
스튜디오삼익,415380,KOSDAQ,1737,1693,4.01,26035,2026-06-09T16:09:55,,,
신성에스티,416180,KOSDAQ,26300,25350,4.37,39187,2026-06-09T16:09:55,,,
나노팀,417010,KOSDAQ,8500,8120,-1.51,360699,2026-06-09T16:09:55,,,
핑거스토리,417180,KOSDAQ,4720,4570,9.13,20944,2026-06-09T16:09:55,,,
LS머트리얼즈,417200,KOSDAQ,16580,16330,3.37,975643,2026-06-09T16:09:55,,,
제이아이테크,417500,KOSDAQ,3200,3235,8.66,243592,2026-06-09T16:09:55,,,
트루엔,417790,KOSDAQ,6290,6310,0.96,12683,2026-06-09T16:09:55,,,
저스템,417840,KOSDAQ,15200,14270,15.15,901758,2026-06-09T16:09:55,,,
오브젠,417860,KOSDAQ,12350,13970,-9.52,2971652,2026-06-09T16:09:55,,,
모델솔루션,417970,KOSDAQ,13650,12810,5.73,36943,2026-06-09T16:09:55,,,
시큐레터,418250,KOSDAQ,6550,6550,0.0,0,2026-06-09T16:09:55,,,
라온텍,418420,KOSDAQ,5670,5320,10.74,480157,2026-06-09T16:09:55,,,
KT밀리의서재,418470,KOSDAQ,10540,10510,3.33,30669,2026-06-09T16:09:55,,,
제이오,418550,KOSDAQ,5750,5690,3.42,164622,2026-06-09T16:09:55,,,
E8,418620,KOSDAQ,1088,1087,-2.68,138042,2026-06-09T16:09:55,,,
삼기에너지솔루션즈,419050,KOSDAQ,1300,1280,0.78,204516,2026-06-09T16:09:55,,,
엔젯,419080,KOSDAQ,4240,4035,1.19,41083,2026-06-09T16:09:55,,,
산돌,419120,KOSDAQ,2820,2810,0.53,33826,2026-06-09T16:09:55,,,
SAMG엔터,419530,KOSDAQ,25100,24300,7.26,63020,2026-06-09T16:09:55,,,
비스토스,419540,KOSDAQ,2525,2410,-5.78,22204,2026-06-09T16:09:55,,,
제이투케이바이오,420570,KOSDAQ,7270,7260,1.11,55205,2026-06-09T16:09:55,,,
기가비스,420770,KOSDAQ,124700,130900,0.97,215441,2026-06-09T16:09:55,,,
벨로크,424760,KOSDAQ,2380,2310,-4.03,83691,2026-06-09T16:09:55,,,
이뮨온시아,424870,KOSDAQ,4165,4145,5.44,660811,2026-06-09T16:09:55,,,
스마트레이더시스템,424960,KOSDAQ,4575,4700,1.55,72439,2026-06-09T16:09:55,,,
마이크로투나노,424980,KOSDAQ,9400,8510,11.24,19046,2026-06-09T16:09:55,,,
티이엠씨,425040,KOSDAQ,16670,16130,6.25,712401,2026-06-09T16:09:55,,,
티에프이,425420,KOSDAQ,51300,50800,20.71,178649,2026-06-09T16:09:55,,,
시지트로닉스,429270,KOSDAQ,5270,5170,1.93,115000,2026-06-09T16:09:55,,,
한싹,430690,KOSDAQ,3135,3005,4.33,54763,2026-06-09T16:09:55,,,
케이쓰리아이,431190,KOSDAQ,2600,2605,4.21,42790,2026-06-09T16:09:55,,,
와이랩,432430,KOSDAQ,3225,3655,20.56,282320,2026-06-09T16:09:55,,,
케이엔에스,432470,KOSDAQ,9130,8780,5.92,54148,2026-06-09T16:09:55,,,
퀄리타스반도체,432720,KOSDAQ,13870,12900,11.32,291500,2026-06-09T16:09:55,,,
엠에프씨,432980,KOSDAQ,2945,2815,6.7,40380,2026-06-09T16:09:55,,,
모니터랩,434480,KOSDAQ,2820,2630,7.84,52665,2026-06-09T16:09:55,,,
에르코스,435570,KOSDAQ,6680,6220,4.54,19387,2026-06-09T16:09:55,,,
삼현,437730,KOSDAQ,47550,49250,12.41,208161,2026-06-09T16:09:55,,,
버넥트,438700,KOSDAQ,2300,2990,1.77,11583,2026-06-09T16:09:55,,,
마녀공장,439090,KOSDAQ,13430,13870,7.01,135990,2026-06-09T16:09:55,,,
블루엠텍,439580,KOSDAQ,2200,2325,4.76,192233,2026-06-09T16:09:55,,,
코스모로보틱스,439960,KOSDAQ,26300,21950,9.58,2864138,2026-06-09T16:09:55,,,
파두,440110,KOSDAQ,103200,99600,-3.19,1355230,2026-06-09T16:09:55,,,
HB인베스트먼트,440290,KOSDAQ,1770,1789,-0.11,77599,2026-06-09T16:09:55,,,
오픈놀,440320,KOSDAQ,2550,2850,0.2,102380,2026-06-09T16:09:55,,,
파인엠텍,441270,KOSDAQ,7490,7270,3.17,177940,2026-06-09T16:09:55,,,
레뷰코퍼레이션,443250,KOSDAQ,5760,6000,3.41,10785,2026-06-09T16:09:55,,,
에스피소프트,443670,KOSDAQ,3440,3380,5.68,139482,2026-06-09T16:09:55,,,
심플랫폼,444530,KOSDAQ,7710,7500,2.66,17914,2026-06-09T16:09:55,,,
에이직랜드,445090,KOSDAQ,27300,25900,10.98,83825,2026-06-09T16:09:55,,,
퓨릿,445180,KOSDAQ,9070,8730,12.39,61478,2026-06-09T16:09:55,,,
큐리옥스바이오시스템,445680,KOSDAQ,74600,69200,-5.57,148301,2026-06-09T16:09:55,,,
메가터치,446540,KOSDAQ,7320,6900,13.31,256585,2026-06-09T16:09:55,,,
지슨,446840,KOSDAQ,1019,1010,8.87,82540,2026-06-09T16:09:55,,,
에코아이,448280,KOSDAQ,9130,8830,3.63,71600,2026-06-09T16:09:55,,,
코츠테크놀로지,448710,KOSDAQ,13580,13440,0.0,50519,2026-06-09T16:09:55,,,
한국피아이엠,448900,KOSDAQ,72500,78500,5.38,86095,2026-06-09T16:09:55,,,
하스,450330,KOSDAQ,5110,5000,6.02,17411,2026-06-09T16:09:55,,,
인스웨이브,450520,KOSDAQ,2130,2085,2.4,44318,2026-06-09T16:09:55,,,
아스테라시스,450950,KOSDAQ,7230,7050,0.56,41649,2026-06-09T16:09:55,,,
아이엠티,451220,KOSDAQ,13070,12430,17.01,257567,2026-06-09T16:09:55,,,
삐아,451250,KOSDAQ,7290,7170,15.53,156271,2026-06-09T16:09:55,,,
컨텍,451760,KOSDAQ,13410,13210,2.44,160076,2026-06-09T16:09:55,,,
제이엔비,452160,KOSDAQ,3925,3995,3.02,32863,2026-06-09T16:09:55,,,
한빛레이저,452190,KOSDAQ,5150,4910,6.74,333665,2026-06-09T16:09:55,,,
민테크,452200,KOSDAQ,2415,2290,-3.21,438635,2026-06-09T16:09:55,,,
한선엔지니어링,452280,KOSDAQ,22850,21500,9.86,492560,2026-06-09T16:09:55,,,
캡스톤파트너스,452300,KOSDAQ,2860,2770,4.0,107874,2026-06-09T16:09:55,,,
이닉스,452400,KOSDAQ,6580,6440,4.28,12517,2026-06-09T16:09:55,,,
사피엔반도체,452430,KOSDAQ,37850,34650,5.43,31509,2026-06-09T16:09:55,,,
피아이이,452450,KOSDAQ,4500,4410,1.47,178261,2026-06-09T16:09:55,,,
그리드위즈,453450,KOSDAQ,14900,15160,5.6,55477,2026-06-09T16:09:55,,,
에이에스텍,453860,KOSDAQ,10150,10920,2.53,9623,2026-06-09T16:09:55,,,
케이지에이,455180,KOSDAQ,1690,1675,-2.48,111884,2026-06-09T16:09:55,,,
엔젤로보틱스,455900,KOSDAQ,23300,22450,1.53,73658,2026-06-09T16:09:55,,,
아이씨티케이,456010,KOSDAQ,24950,22800,9.67,554014,2026-06-09T16:09:55,,,
이엔셀,456070,KOSDAQ,8790,8600,7.46,130535,2026-06-09T16:09:55,,,
지투지바이오,456160,KOSDAQ,48350,46700,7.8,237305,2026-06-09T16:09:55,,,
한켐,457370,KOSDAQ,14320,12450,9.73,5660850,2026-06-09T16:09:55,,,
우진엔텍,457550,KOSDAQ,21200,20950,8.66,86785,2026-06-09T16:09:55,,,
벡트,457600,KOSDAQ,1771,1949,12.87,86002,2026-06-09T16:09:55,,,
에스팀,458350,KOSDAQ,4720,4555,2.61,75581,2026-06-09T16:09:55,,,
성우,458650,KOSDAQ,11010,10700,5.46,70300,2026-06-09T16:09:55,,,
씨어스,458870,KOSDAQ,28250,28200,1.8,247077,2026-06-09T16:09:55,,,
위츠,459100,KOSDAQ,4970,4960,4.85,50211,2026-06-09T16:09:55,,,
나우로보틱스,459510,KOSDAQ,18990,18590,4.74,37791,2026-06-09T16:09:55,,,
알트,459550,KOSDAQ,1991,1902,-1.44,9851658,2026-06-09T16:09:55,,,
아이빔테크놀로지,460470,KOSDAQ,3130,3440,0.97,31823,2026-06-09T16:09:55,,,
에스엠씨지,460870,KOSDAQ,2400,2385,1.05,122020,2026-06-09T16:09:55,,,
현대힘스,460930,KOSDAQ,13370,13560,1.98,152785,2026-06-09T16:09:55,,,
피앤에스로보틱스,460940,KOSDAQ,5460,5200,4.6,90387,2026-06-09T16:09:55,,,
아이엠비디엑스,461030,KOSDAQ,4245,4135,8.15,61436,2026-06-09T16:09:55,,,
아이스크림미디어,461300,KOSDAQ,16740,16240,4.82,65711,2026-06-09T16:09:55,,,
